candidate,validation_mean_balanced_accuracy,wheel_translation_reliable_validation_balanced_accuracy,wheel_translation_reliable_validation_unreliable_f1,wheel_rotation_reliable_validation_balanced_accuracy,wheel_rotation_reliable_validation_unreliable_f1,imu_yaw_rate_reliable_validation_balanced_accuracy,imu_yaw_rate_reliable_validation_unreliable_f1
baseline_v1_hyperparams,0.9494444212952179,0.9771341463414633,0.7540983606557377,0.9770642201834863,0.7619047619047619,0.8941348973607038,0.7272727272727273
regularized_depth8_leaf3,0.9489362912139171,0.975609756097561,0.7419354838709677,0.9770642201834863,0.7619047619047619,0.8941348973607038,0.7272727272727273
interaction_depth16_leaf1_features0p5,0.8822246658327112,0.9786585365853658,0.7666666666666667,0.9709480122324159,0.7164179104477612,0.6970674486803519,0.5
