window_id,run_id,split,window_start_sec,window_end_sec,wheel_translation_reliable_true,wheel_translation_reliable_predicted,wheel_translation_reliable_probability_unreliable,wheel_translation_reliable_probability_reliable,wheel_rotation_reliable_true,wheel_rotation_reliable_predicted,wheel_rotation_reliable_probability_unreliable,wheel_rotation_reliable_probability_reliable,imu_yaw_rate_reliable_true,imu_yaw_rate_reliable_predicted,imu_yaw_rate_reliable_probability_unreliable,imu_yaw_rate_reliable_probability_reliable
00_normal_p2l_v2:0024,00_normal_p2l_v2,validation,24.78999999999998,25.18999999999998,1,1,0.001884297520661157,0.9981157024793388,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0025,00_normal_p2l_v2,validation,24.98999999999998,25.38999999999998,1,1,0.056049482779503806,0.9439505172204964,1,1,0.07024345037301351,0.9297565496269865,1,1,0.0,1.0
00_normal_p2l_v2:0026,00_normal_p2l_v2,validation,25.18999999999998,25.58999999999998,1,1,0.0,1.0,1,1,0.14905634147706204,0.8509436585229379,1,1,0.0,1.0
00_normal_p2l_v2:0027,00_normal_p2l_v2,validation,25.38999999999998,25.789999999999978,1,1,0.0035763380937993976,0.9964236619062006,1,0,0.3074509263903866,0.6925490736096136,1,1,0.0,1.0
00_normal_p2l_v2:0028,00_normal_p2l_v2,validation,25.58999999999998,25.989999999999977,1,1,0.0,1.0,1,1,0.003480769230769231,0.9965192307692308,1,1,0.0,1.0
00_normal_p2l_v2:0029,00_normal_p2l_v2,validation,25.789999999999978,26.189999999999976,1,1,0.005648433604871098,0.9943515663951289,1,1,0.0,1.0,1,1,0.001943127962085308,0.9980568720379147
00_normal_p2l_v2:0030,00_normal_p2l_v2,validation,25.989999999999977,26.389999999999976,1,1,0.0019232096635030196,0.998076790336497,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0031,00_normal_p2l_v2,validation,26.189999999999976,26.589999999999975,1,1,0.005688386509959091,0.9943116134900409,0,0,0.4349639707270831,0.565036029272917,1,0,0.4893346702933124,0.5106653297066877
00_normal_p2l_v2:0032,00_normal_p2l_v2,validation,26.389999999999976,26.789999999999974,1,1,0.0017764423076923074,0.9982235576923078,0,0,0.40520393076536176,0.5947960692346381,1,0,0.4355816429111323,0.5644183570888677
00_normal_p2l_v2:0033,00_normal_p2l_v2,validation,26.589999999999975,26.989999999999974,1,1,0.0,1.0,1,1,0.001754807692307692,0.9982451923076923,1,1,0.0,1.0
00_normal_p2l_v2:0034,00_normal_p2l_v2,validation,26.789999999999974,27.189999999999973,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0035,00_normal_p2l_v2,validation,26.989999999999974,27.389999999999972,1,1,0.003131181735271401,0.9968688182647285,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0036,00_normal_p2l_v2,validation,27.189999999999973,27.58999999999997,1,1,0.07738442177539828,0.9226155782246016,1,1,0.20924713662494857,0.7907528633750516,1,1,0.0,1.0
00_normal_p2l_v2:0037,00_normal_p2l_v2,validation,27.389999999999972,27.78999999999997,1,1,0.0740970199975021,0.9259029800024978,1,1,0.2012449610112795,0.7987550389887205,1,1,0.0,1.0
00_normal_p2l_v2:0038,00_normal_p2l_v2,validation,27.58999999999997,27.98999999999997,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0039,00_normal_p2l_v2,validation,27.78999999999997,28.18999999999997,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0040,00_normal_p2l_v2,validation,27.98999999999997,28.38999999999997,0,0,0.8403254542260434,0.15967454577395657,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0041,00_normal_p2l_v2,validation,28.18999999999997,28.589999999999968,0,0,0.8714200899516743,0.12857991004832575,1,1,0.008549094195522602,0.9914509058044774,1,1,0.0,1.0
00_normal_p2l_v2:0042,00_normal_p2l_v2,validation,28.38999999999997,28.789999999999967,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0043,00_normal_p2l_v2,validation,28.589999999999968,28.989999999999966,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0044,00_normal_p2l_v2,validation,28.789999999999967,29.189999999999966,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0045,00_normal_p2l_v2,validation,28.989999999999966,29.389999999999965,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0046,00_normal_p2l_v2,validation,29.189999999999966,29.589999999999964,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0047,00_normal_p2l_v2,validation,29.389999999999965,29.789999999999964,1,1,0.01076987399866035,0.9892301260013396,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0048,00_normal_p2l_v2,validation,29.589999999999964,29.989999999999963,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0049,00_normal_p2l_v2,validation,29.789999999999964,30.189999999999962,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0050,00_normal_p2l_v2,validation,29.989999999999963,30.38999999999996,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0051,00_normal_p2l_v2,validation,30.189999999999962,30.58999999999996,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0052,00_normal_p2l_v2,validation,30.38999999999996,30.78999999999996,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0053,00_normal_p2l_v2,validation,30.58999999999996,30.98999999999996,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0054,00_normal_p2l_v2,validation,30.78999999999996,31.18999999999996,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0055,00_normal_p2l_v2,validation,30.98999999999996,31.389999999999958,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0056,00_normal_p2l_v2,validation,31.18999999999996,31.589999999999957,1,1,0.014911116198616198,0.9850888838013837,1,1,0.0017403846153846154,0.9982596153846154,1,1,0.0,1.0
00_normal_p2l_v2:0057,00_normal_p2l_v2,validation,31.389999999999958,31.789999999999957,1,1,0.0969956219197897,0.9030043780802103,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0058,00_normal_p2l_v2,validation,31.589999999999957,31.989999999999956,1,1,0.001893048128342246,0.9981069518716578,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0059,00_normal_p2l_v2,validation,31.789999999999957,32.189999999999955,1,1,0.006886199174489806,0.9931138008255103,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0060,00_normal_p2l_v2,validation,31.989999999999956,32.38999999999996,1,1,0.0,1.0,1,0,0.36507779842381016,0.6349222015761894,1,1,0.0,1.0
00_normal_p2l_v2:0061,00_normal_p2l_v2,validation,32.189999999999955,32.589999999999954,1,1,0.002,0.998,1,0,0.5408737235715343,0.459126276428466,1,1,0.004,0.996
00_normal_p2l_v2:0062,00_normal_p2l_v2,validation,32.38999999999996,32.78999999999996,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0063,00_normal_p2l_v2,validation,32.589999999999954,32.98999999999995,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0064,00_normal_p2l_v2,validation,32.78999999999995,33.18999999999995,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0065,00_normal_p2l_v2,validation,32.98999999999995,33.38999999999995,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0066,00_normal_p2l_v2,validation,33.189999999999955,33.589999999999954,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0067,00_normal_p2l_v2,validation,33.38999999999995,33.78999999999995,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0068,00_normal_p2l_v2,validation,33.58999999999995,33.989999999999945,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0069,00_normal_p2l_v2,validation,33.78999999999995,34.18999999999995,1,1,0.0019460863916856122,0.9980539136083144,0,0,0.9711282739190811,0.028871726080919004,0,0,0.09179777064072049,0.9082022293592795
00_normal_p2l_v2:0070,00_normal_p2l_v2,validation,33.98999999999995,34.38999999999995,1,1,0.003741759468608689,0.9962582405313912,0,0,0.9617753606523507,0.03822463934764955,0,0,0.06574887299205996,0.93425112700794
00_normal_p2l_v2:0071,00_normal_p2l_v2,validation,34.18999999999995,34.58999999999995,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0072,00_normal_p2l_v2,validation,34.389999999999944,34.78999999999994,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0073,00_normal_p2l_v2,validation,34.58999999999995,34.989999999999945,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0074,00_normal_p2l_v2,validation,34.78999999999995,35.18999999999995,1,1,0.0018989898989898992,0.9981010101010102,1,1,0.002,0.998,1,1,0.0,1.0
00_normal_p2l_v2:0075,00_normal_p2l_v2,validation,34.989999999999945,35.389999999999944,1,1,0.003418353576248313,0.9965816464237518,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0076,00_normal_p2l_v2,validation,35.18999999999994,35.58999999999994,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0077,00_normal_p2l_v2,validation,35.389999999999944,35.78999999999994,1,1,0.0016598639455782313,0.9983401360544218,1,1,0.0,1.0,1,1,0.0,1.0
00_normal_p2l_v2:0078,00_normal_p2l_v2,validation,35.58999999999995,35.989999999999945,1,1,0.005516406892133636,0.9944835931078665,1,1,0.15826350131571443,0.8417364986842852,1,1,0.039801154781199354,0.9601988452188006
00_normal_p2l_v2:0079,00_normal_p2l_v2,validation,35.78999999999994,36.18999999999994,1,1,0.0018100961538461539,0.9981899038461538,1,1,0.16004465597428366,0.839955344025716,1,1,0.037797714288616266,0.9622022857113837
01_low_friction_mu_0p12_p2l_v2:0000,01_low_friction_mu_0p12_p2l_v2,train,11.78,12.18,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0001,01_low_friction_mu_0p12_p2l_v2,train,11.979999999999999,12.379999999999999,1,1,0.003672192331927682,0.9963278076680724,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0002,01_low_friction_mu_0p12_p2l_v2,train,12.179999999999998,12.579999999999998,1,0,0.23766590432314122,0.7623340956768588,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0003,01_low_friction_mu_0p12_p2l_v2,train,12.379999999999997,12.779999999999998,1,1,0.13674266791646597,0.8632573320835338,1,1,0.0018923369221025964,0.9981076630778974,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0004,01_low_friction_mu_0p12_p2l_v2,train,12.579999999999997,12.979999999999997,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0005,01_low_friction_mu_0p12_p2l_v2,train,12.779999999999996,13.179999999999996,1,1,0.005551713737534295,0.9944482862624657,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0006,01_low_friction_mu_0p12_p2l_v2,train,12.979999999999995,13.379999999999995,1,1,0.008938926021951761,0.9910610739780482,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0007,01_low_friction_mu_0p12_p2l_v2,train,13.179999999999994,13.579999999999995,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0008,01_low_friction_mu_0p12_p2l_v2,train,13.379999999999994,13.779999999999994,1,1,0.0,1.0,1,1,0.00154419595314164,0.9984558040468584,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0009,01_low_friction_mu_0p12_p2l_v2,train,13.579999999999993,13.979999999999993,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0010,01_low_friction_mu_0p12_p2l_v2,train,13.779999999999992,14.179999999999993,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0011,01_low_friction_mu_0p12_p2l_v2,train,13.979999999999992,14.379999999999992,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0012,01_low_friction_mu_0p12_p2l_v2,train,14.17999999999999,14.579999999999991,1,1,0.0018923369221025964,0.9981076630778974,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0013,01_low_friction_mu_0p12_p2l_v2,train,14.37999999999999,14.77999999999999,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0014,01_low_friction_mu_0p12_p2l_v2,train,14.57999999999999,14.97999999999999,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0015,01_low_friction_mu_0p12_p2l_v2,train,14.779999999999989,15.179999999999989,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0016,01_low_friction_mu_0p12_p2l_v2,train,14.979999999999988,15.379999999999988,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0017,01_low_friction_mu_0p12_p2l_v2,train,15.179999999999987,15.579999999999988,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0018,01_low_friction_mu_0p12_p2l_v2,train,15.379999999999987,15.779999999999987,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0019,01_low_friction_mu_0p12_p2l_v2,train,15.579999999999986,15.979999999999986,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0020,01_low_friction_mu_0p12_p2l_v2,train,15.779999999999985,16.179999999999986,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0021,01_low_friction_mu_0p12_p2l_v2,train,15.979999999999984,16.379999999999985,1,1,0.007237420886075949,0.9927625791139241,1,1,0.001477533960292581,0.9985224660397074,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0022,01_low_friction_mu_0p12_p2l_v2,train,16.179999999999986,16.579999999999984,1,1,0.00907087913791165,0.9909291208620883,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0023,01_low_friction_mu_0p12_p2l_v2,train,16.37999999999998,16.77999999999998,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0024,01_low_friction_mu_0p12_p2l_v2,train,16.579999999999984,16.979999999999983,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0025,01_low_friction_mu_0p12_p2l_v2,train,16.77999999999998,17.17999999999998,1,1,0.00184375,0.99815625,1,1,0.0017283653846153846,0.9982716346153846,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0026,01_low_friction_mu_0p12_p2l_v2,train,16.979999999999983,17.37999999999998,1,1,0.0030065101878582485,0.9969934898121418,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0027,01_low_friction_mu_0p12_p2l_v2,train,17.17999999999998,17.579999999999977,1,1,0.0018149038461538463,0.9981850961538462,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0028,01_low_friction_mu_0p12_p2l_v2,train,17.37999999999998,17.77999999999998,1,1,0.02851046778229087,0.9714895322177092,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0029,01_low_friction_mu_0p12_p2l_v2,train,17.579999999999977,17.979999999999976,1,1,0.011028216117304472,0.9889717838826956,1,1,0.001477533960292581,0.9985224660397074,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0030,01_low_friction_mu_0p12_p2l_v2,train,17.77999999999998,18.17999999999998,1,1,0.010863785426172605,0.9891362145738275,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0031,01_low_friction_mu_0p12_p2l_v2,train,17.979999999999976,18.379999999999974,1,1,0.006608698545417947,0.9933913014545822,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0032,01_low_friction_mu_0p12_p2l_v2,train,18.17999999999998,18.579999999999977,1,1,0.008938636031058352,0.9910613639689417,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0033,01_low_friction_mu_0p12_p2l_v2,train,18.379999999999974,18.779999999999973,1,1,0.005371100960827172,0.9946288990391727,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0034,01_low_friction_mu_0p12_p2l_v2,train,18.579999999999977,18.979999999999976,1,1,0.01138472811466005,0.98861527188534,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0035,01_low_friction_mu_0p12_p2l_v2,train,18.779999999999973,19.17999999999997,1,1,0.08867835005125835,0.9113216499487421,0,0,0.9472845822839866,0.052715417716013596,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0036,01_low_friction_mu_0p12_p2l_v2,train,18.979999999999976,19.379999999999974,1,1,0.02934878980478117,0.9706512101952187,0,0,0.9876877391338436,0.012312260866156381,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0037,01_low_friction_mu_0p12_p2l_v2,train,19.17999999999997,19.57999999999997,1,1,0.0,1.0,0,0,0.9808221178570001,0.019177882143000057,1,1,0.0038423423423423423,0.9961576576576576
01_low_friction_mu_0p12_p2l_v2:0038,01_low_friction_mu_0p12_p2l_v2,train,19.379999999999974,19.779999999999973,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0039,01_low_friction_mu_0p12_p2l_v2,train,19.57999999999997,19.97999999999997,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0040,01_low_friction_mu_0p12_p2l_v2,train,19.779999999999973,20.17999999999997,1,1,0.005526315789473684,0.9944736842105264,0,0,0.9773571615926072,0.022642838407392722,1,1,0.007653321769891537,0.9923466782301085
01_low_friction_mu_0p12_p2l_v2:0041,01_low_friction_mu_0p12_p2l_v2,train,19.97999999999997,20.379999999999967,1,1,0.008864961708480166,0.9911350382915199,0,0,0.9995758215840763,0.00042417841592369896,1,1,0.0037990731115731115,0.9962009268884269
01_low_friction_mu_0p12_p2l_v2:0042,01_low_friction_mu_0p12_p2l_v2,train,20.17999999999997,20.57999999999997,1,1,0.00846018584867565,0.9915398141513243,0,0,0.9649681634956785,0.03503183650432165,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0043,01_low_friction_mu_0p12_p2l_v2,train,20.379999999999967,20.779999999999966,1,1,0.006962261130198164,0.9930377388698018,0,0,0.8528867032017798,0.14711329679822022,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0044,01_low_friction_mu_0p12_p2l_v2,train,20.57999999999997,20.97999999999997,1,1,0.009102465670511196,0.9908975343294887,1,1,0.15559118879905984,0.8444088112009401,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0045,01_low_friction_mu_0p12_p2l_v2,train,20.779999999999966,21.179999999999964,1,1,0.0,1.0,1,1,0.006411127679772861,0.9935888723202271,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0046,01_low_friction_mu_0p12_p2l_v2,train,20.97999999999997,21.379999999999967,0,0,0.9724512644795213,0.027548735520478575,0,0,0.9763576861877866,0.023642313812213666,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0047,01_low_friction_mu_0p12_p2l_v2,train,21.179999999999964,21.579999999999963,0,0,0.9959121350924103,0.004087864907589625,0,0,0.9654183902512486,0.034581609748751276,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0048,01_low_friction_mu_0p12_p2l_v2,train,21.379999999999967,21.779999999999966,1,1,0.0035968877999054305,0.9964031122000946,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0049,01_low_friction_mu_0p12_p2l_v2,train,21.579999999999963,21.97999999999996,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0050,01_low_friction_mu_0p12_p2l_v2,train,21.779999999999966,22.179999999999964,0,0,0.9774887161588628,0.022511283841137382,1,1,0.015806909795076013,0.9841930902049241,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0051,01_low_friction_mu_0p12_p2l_v2,train,21.97999999999996,22.37999999999996,0,0,0.9655980890095986,0.034401910990401255,1,1,0.014744804691407423,0.9852551953085926,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0052,01_low_friction_mu_0p12_p2l_v2,train,22.179999999999964,22.579999999999963,0,0,0.9759368970884562,0.02406310291154366,1,1,0.009280862383715114,0.9907191376162849,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0053,01_low_friction_mu_0p12_p2l_v2,train,22.37999999999996,22.77999999999996,0,0,0.9288844979926909,0.0711155020073092,1,1,0.0034423076923076924,0.9965576923076923,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0054,01_low_friction_mu_0p12_p2l_v2,train,22.579999999999963,22.97999999999996,1,1,0.002,0.998,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0055,01_low_friction_mu_0p12_p2l_v2,train,22.77999999999996,23.179999999999957,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0056,01_low_friction_mu_0p12_p2l_v2,train,22.97999999999996,23.37999999999996,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
01_low_friction_mu_0p12_p2l_v2:0057,01_low_friction_mu_0p12_p2l_v2,train,23.179999999999957,23.579999999999956,1,1,0.0035528846153846153,0.9964471153846154,1,1,0.0,1.0,1,1,0.0,1.0
