window_id,run_id,window_start_sec,window_end_sec,wheel_lidar_vx_residual_mean,wheel_lidar_vx_residual_abs_mean,wheel_lidar_vx_residual_abs_max,wheel_lidar_vx_residual_std,wheel_lidar_vx_residual_persistence,wheel_lidar_vx_normalized_residual_mean,wheel_lidar_vx_normalized_residual_abs_mean,wheel_lidar_vx_normalized_residual_abs_max,wheel_lidar_vx_normalized_residual_std,wheel_lidar_vx_normalized_residual_persistence,wheel_imu_yaw_residual_mean,wheel_imu_yaw_residual_abs_mean,wheel_imu_yaw_residual_abs_max,wheel_imu_yaw_residual_std,wheel_imu_yaw_residual_persistence,wheel_lidar_yaw_residual_mean,wheel_lidar_yaw_residual_abs_mean,wheel_lidar_yaw_residual_abs_max,wheel_lidar_yaw_residual_std,wheel_lidar_yaw_residual_persistence,imu_lidar_yaw_residual_mean,imu_lidar_yaw_residual_abs_mean,imu_lidar_yaw_residual_abs_max,imu_lidar_yaw_residual_std,imu_lidar_yaw_residual_persistence,wheel_vx_abs_mean,wheel_yaw_rate_abs_mean,imu_yaw_rate_abs_mean,lidar_vx_abs_mean,lidar_yaw_rate_abs_mean,imu_horizontal_accel_rms,imu_horizontal_accel_std,imu_horizontal_accel_mad,imu_roll_pitch_gyro_energy,icp_valid_fraction,icp_rmse_mean,icp_rmse_max,icp_rmse_std,icp_inlier_ratio_mean,icp_inlier_ratio_min,icp_inlier_ratio_std,icp_observability_mean,icp_observability_min,icp_observability_std,wheel_translation_reliable,wheel_rotation_reliable,imu_yaw_rate_reliable,lidar_translation_reliable
06_healthy_low_turns_p2l_v2:0065,06_healthy_low_turns_p2l_v2,28.952999999999953,29.352999999999952,0.011167741576989113,0.01787510583732713,0.05232052969277624,0.022905064776177396,0.0,0.15150057569742145,0.2400561246349713,0.6999194500158146,0.3076287424391589,0.0,-7.428192687344216e-05,0.00016350698791782508,0.00040490451679351254,0.00018885657089213722,0.0,0.0008328289007836913,0.007944765998525546,0.021149819051924913,0.01124615142331489,0.0,0.0007867899933295245,0.008044207115242227,0.021164651190352164,0.011288313935550449,0.0,0.0,0.0,0.00016558918929076612,0.01787510583732713,0.007944765998525546,0.01358477117124198,0.005557328525418462,0.0047497363682539925,7.931534152895787e-08,1.0,0.0038073465146653946,0.004064884259160794,0.00021492587808872,0.6787037037037038,0.6722222222222223,0.004986263710309708,0.5012006505617483,0.4983957092592695,0.0013664237651010425,1,1,1,1
06_healthy_low_turns_p2l_v2:0066,06_healthy_low_turns_p2l_v2,29.152999999999953,29.55299999999995,0.010427548019342023,0.013802612972318213,0.03095549776625607,0.01473979579399664,0.0,0.1401242538291486,0.18232002493984592,0.40502630928193484,0.1960894010356613,0.0,-1.5411171982544937e-05,0.00020302129493030593,0.00040490451679351254,0.00023324894073824569,0.0,0.001617394861324981,0.006637317897986502,0.021149819051924913,0.00928081853698552,0.0,0.0015352330056364776,0.0066921085744196945,0.021164651190352164,0.009343828844908425,0.0,0.0,0.0,0.0001789923974885126,0.013802612972318213,0.006637317897986502,0.013622096622828176,0.006397604763137463,0.004446208456012135,6.758162857217101e-08,1.0,0.003902133565077851,0.004120502931514825,0.00022350113222394775,0.6824074074074075,0.6722222222222223,0.0059288187383637276,0.5006932943678751,0.4955751941087315,0.003224383139076508,1,1,1,1
06_healthy_low_turns_p2l_v2:0067,06_healthy_low_turns_p2l_v2,29.352999999999952,29.75299999999995,0.010068781541966325,0.01724263647492655,0.03367953684351864,0.017664631073501164,0.0,0.13488615584500882,0.22311799500368235,0.4361974387921284,0.2269382061336892,0.0,2.9501662044888865e-05,0.00021084271615757818,0.0005366936729183571,0.00025011556830318205,0.0,-0.005364972984037531,0.0077081664591153965,0.015152257691865898,0.00727194392158091,0.0,-0.005459910268252168,0.007732592862206819,0.015237675252297685,0.007242616418301726,0.0,0.0,0.0,0.00019229540186139162,0.01724263647492655,0.0077081664591153965,0.014440844937722994,0.007761349366758861,0.0035324385228011593,5.85270806629367e-08,1.0,0.0039272562631041145,0.004332521285127515,0.0003015795930435953,0.6851851851851852,0.6833333333333333,0.002618914004394611,0.49983075199893995,0.49515549963219235,0.004282192598277632,1,1,1,1
06_healthy_low_turns_p2l_v2:0068,06_healthy_low_turns_p2l_v2,29.55299999999995,29.95299999999995,0.011306250821094377,0.01718626869388406,0.03367953684351864,0.01619266357192168,0.0,0.14879568420818887,0.22137341883546127,0.4361974387921284,0.20537861265738439,0.0,-2.924164671430998e-05,0.00018447289554472893,0.0005366936729183571,0.00024165868840664748,0.0,-0.0035917512197763224,0.006468201441348198,0.015152257691865898,0.007726897256781536,0.0,-0.0035735652121003814,0.006490021949762476,0.015237675252297685,0.007734503917212439,0.0,0.0,0.0,0.00018162391789896658,0.01718626869388406,0.006468201441348198,0.015440599988850494,0.008402085480483384,0.004956830072165726,8.382150242920177e-08,1.0,0.0038994521558410457,0.004332521285127515,0.00031351917641681443,0.6833333333333335,0.6777777777777778,0.0032075014954979094,0.5003839615565083,0.49515549963219235,0.0033005712301114425,1,1,1,1
06_healthy_low_turns_p2l_v2:0069,06_healthy_low_turns_p2l_v2,29.75299999999995,30.15299999999995,0.003332594079104649,0.02214428457708281,0.050094852633665886,0.02779879131284189,0.0,0.03651029652648047,0.2865613847308,0.6693812306219403,0.36269466559505986,0.0,4.219909748575986e-05,0.00013002613396531328,0.00042806724543446997,0.00016586864512792358,0.0,-0.0001715263926478939,0.004641027757947389,0.012153282327274424,0.006033922078960983,0.0,-0.00021066358699114895,0.0046829381310098915,0.012328002956838658,0.006094509670359226,0.0,0.0,0.0,0.00014653005736428316,0.02214428457708281,0.004641027757947389,0.01481083313126088,0.00802864249864099,0.004727446861696006,8.996579988700863e-08,1.0,0.004006755485524671,0.0044680683537269535,0.0002753663002796765,0.6833333333333335,0.6777777777777778,0.0032075014954979094,0.5009253841439055,0.49748069762703745,0.0022022387707782472,1,1,1,1
06_healthy_low_turns_p2l_v2:0070,06_healthy_low_turns_p2l_v2,29.95299999999995,30.35299999999995,0.01573813686866735,0.03246859947383985,0.08788961970221995,0.041288668527196204,0.16666666666666666,0.19583675449495816,0.41934617611998143,1.1481577225491042,0.5423035511626488,0.0,0.01673014909336214,0.017007853136237833,0.17768549945341167,0.044751355453859124,0.1,0.039014394710626975,0.043065488819718445,0.1359043541299813,0.050988468698974845,0.16666666666666666,0.014207165608135175,0.0191185019436825,0.06221941768165101,0.02459202411456691,0.0,0.056399999993583805,0.13159999996177227,0.11809527401055915,0.05542669005279927,0.08065464592029654,1.095194712970693,1.0361084704747001,0.02124834580078033,9.24522516938368e-08,1.0,0.004131735124153143,0.004890507351299993,0.00042297214154445875,0.6509259259259259,0.5222222222222223,0.058392092686768746,0.491671310280724,0.4660391290588089,0.01458973787470779,1,1,1,1
06_healthy_low_turns_p2l_v2:0071,06_healthy_low_turns_p2l_v2,30.15299999999995,30.552999999999948,0.01867069722306826,0.03414704032452583,0.08788961970221995,0.039803531874419616,0.16666666666666666,0.24726496453878774,0.4235653219908901,1.1481577225491042,0.4990199763045295,0.0,0.016451351865075087,0.017178682129930657,0.17768549945341167,0.04485587333173905,0.1,0.0412437207863083,0.04571853825893346,0.1359043541299813,0.050073804566953664,0.16666666666666666,0.016570827878925984,0.021707656708910703,0.06221941768165101,0.02486081384984273,0.0,0.11639999999063955,0.2715999999352357,0.25821069969967814,0.1008258426789494,0.21495627915912865,1.0955386065039407,1.0314752993867902,0.010000271179725666,9.396759430772296e-08,1.0,0.004294046652137658,0.004890507351299993,0.0004149965899907056,0.6268518518518519,0.5222222222222223,0.04983683941036255,0.4706686675311666,0.4509265089720218,0.017454369297689388,1,1,1,1
06_healthy_low_turns_p2l_v2:0072,06_healthy_low_turns_p2l_v2,30.35299999999995,30.752999999999947,0.0016640424414544677,0.028082149242201888,0.04642902930437273,0.03229325264223144,0.0,0.025296483163992814,0.3278099094511213,0.5289010723563071,0.375279706557477,0.0,-0.0004797137123978945,0.0004797137123978945,0.0008523477262691315,0.0001748959693567987,0.0,0.0064257946525973315,0.014769141612441602,0.027976071588880935,0.015845872391287413,0.0,0.006707155125981301,0.01475077407527764,0.02838394090863222,0.015827065224664382,0.0,0.11999999999416144,0.2799999999461695,0.2804254441442132,0.11833595755269977,0.2735742052937762,0.037373433176991,0.010184209430761955,0.006077063185602482,7.65832927790933e-08,1.0,0.004574250507786172,0.004886101929480183,0.00027013718727652723,0.637962962962963,0.6277777777777778,0.008735167714867247,0.4598380508532427,0.4446804321214093,0.012502324318940255,1,1,1,1
06_healthy_low_turns_p2l_v2:0073,06_healthy_low_turns_p2l_v2,30.552999999999948,30.952999999999946,0.01383240534841758,0.024774169047707423,0.041961775615821095,0.026342511388662046,0.0,0.166431156501026,0.2926442253360521,0.5300579769266225,0.3109010548537649,0.0,-0.0004247972160894703,0.0004247972160894703,0.000981691993279965,0.00025388184010525144,0.0,0.0063475454837572665,0.0131963059602996,0.027976071588880935,0.013567931470791925,0.0,0.006727108729947547,0.013264558754610856,0.02838394090863222,0.01354504092953642,0.0,0.11999999999426747,0.2799999999446693,0.280422822251842,0.10616759464584741,0.27365245446113734,0.03849262441007128,0.011729542762579693,0.007412669881798568,9.774569504825486e-08,1.0,0.00454544442099441,0.004886101929480183,0.0002601290529692078,0.6342592592592592,0.6222222222222222,0.00930544038992676,0.4583438671115234,0.4446804321214093,0.01192840450869738,1,1,1,1
06_healthy_low_turns_p2l_v2:0074,06_healthy_low_turns_p2l_v2,30.752999999999947,31.152999999999945,0.025146660914776926,0.04263333858001812,0.11008600042308013,0.04839157044484139,0.16666666666666666,0.2920857405570528,0.5067644109826774,1.2603377418493262,0.568823041674918,0.0,-0.0003435315459068361,0.00034379093393198943,0.000981691993279965,0.00025815963590173355,0.0,0.0020347790565301282,0.006237433724700157,0.014267849284392675,0.0073871360789437256,0.0,0.0023913352741336547,0.00634339962405082,0.014762497384064488,0.007424362983466373,0.0,0.11999999999438293,0.2799999999432116,0.28037279070652754,0.09485333907959444,0.2779652208869079,0.04214144798992923,0.01120864351378037,0.009434603559508193,8.7733079319962e-08,1.0,0.0044146307435886,0.004726908097213544,0.00021513172716759762,0.637037037037037,0.6222222222222222,0.012695656667409343,0.45511663930938745,0.4308897072237516,0.01479329924790988,1,1,1,1
06_healthy_low_turns_p2l_v2:0075,06_healthy_low_turns_p2l_v2,30.952999999999946,31.352999999999945,0.0003510105198202551,0.03975921193557303,0.11008600042308013,0.05042055178684036,0.14285714285714285,-0.009006645719937244,0.470578539103541,1.2603377418493262,0.5891914620444393,0.0,-0.00038461362589480296,0.0003848730139199563,0.0006957979852043605,0.00017759071467889642,0.0,0.000646119687458202,0.006288863973158833,0.013991568379833508,0.007998531444654152,0.0,0.0010439131290082718,0.006324873563090964,0.013684027603679427,0.008005978082411007,0.0,0.1199999999945156,0.2799999999417969,0.28040155961610935,0.11964898947469345,0.2793538802543607,0.038079489589795706,0.009830080995297042,0.006815993197567663,6.029738563031646e-08,1.0,0.004463890743520492,0.004769072492575361,0.000265956595490189,0.6468253968253969,0.6333333333333333,0.007186813601696385,0.45389525509889467,0.4308897072237516,0.015683448726404668,1,1,1,1
06_healthy_low_turns_p2l_v2:0076,06_healthy_low_turns_p2l_v2,31.152999999999945,31.552999999999944,-0.00940927996361651,0.022431121758719978,0.03099643806208892,0.022764357739917047,0.0,-0.11110915637658311,0.2656378934503871,0.3812515037618711,0.27166614337236583,0.0,-0.00043756967792682455,0.00043756967792682455,0.0009196479286429637,0.00019238181933359434,0.0,0.002851197034034541,0.009488001518967044,0.0236303964081766,0.011643537580273743,0.0,0.0032760851310850952,0.009397785936808067,0.023976925446584196,0.011612811751370737,0.0,0.11999999999466604,0.27999999994047886,0.28040588777708675,0.12940927995828175,0.2771488029064867,0.03616709087969337,0.010134897699864137,0.007117264966530416,8.890580357616517e-08,1.0,0.00456920586303991,0.005051336578921702,0.000325226652978467,0.6492063492063492,0.6388888888888888,0.007529232524210444,0.4757329523272821,0.44148061427536905,0.033484989351610844,1,1,1,1
06_healthy_low_turns_p2l_v2:0077,06_healthy_low_turns_p2l_v2,31.352999999999945,31.752999999999943,0.012198362365637525,0.020855940388559716,0.049175860233884414,0.023825906801115623,0.0,0.14322700056120743,0.23792784682423931,0.5576050402529228,0.270336170624819,0.0,7.29977019260919e-05,0.0006281605916830136,0.002598585460604541,0.0008969558080115175,0.0,0.0064166517584438865,0.00879881233639454,0.0236303964081766,0.010054741953421785,0.0,0.0061034686831312095,0.00855977037906605,0.023976925446584196,0.010376941027332274,0.0,0.11999999999478483,0.2799999999392378,0.2798888282325426,0.10780163762916739,0.27358334818064534,0.04123384123452383,0.011489968154946269,0.008858104177577295,9.832576225436618e-08,1.0,0.004833405379927515,0.005145982164377091,0.0002429910652227353,0.649074074074074,0.6388888888888888,0.008735167714867239,0.5198995522144166,0.475807555475813,0.028580487211607834,1,1,1,1
06_healthy_low_turns_p2l_v2:0078,06_healthy_low_turns_p2l_v2,31.552999999999944,31.952999999999943,0.01780565659796318,0.01780565659796318,0.049175860233884414,0.018283536127657714,0.0,0.1924927697939036,0.1924927697939036,0.5576050402529228,0.20110366600612148,0.0,0.005248269672437559,0.005367021709735334,0.017582010578119256,0.0057263518245446125,0.0,0.013606179786219483,0.013606179786219483,0.025894310583227997,0.008110380090395783,0.0,0.006956841785603712,0.007308873253458313,0.015781016507201984,0.0054242504466095985,0.0,0.11999999999483091,0.279999999938546,0.2745414372281531,0.10219434339687217,0.2663938201522582,0.04904672153911189,0.01209410747449183,0.00942333559751915,7.764583913919344e-08,1.0,0.005215453740741318,0.005757468543662359,0.0003446010896842581,0.6527777777777777,0.6388888888888888,0.009487917375888512,0.5554144463143139,0.510926556443137,0.027075610326643934,1,1,1,1
06_healthy_low_turns_p2l_v2:0079,06_healthy_low_turns_p2l_v2,31.752999999999943,32.15299999999994,0.012728767135193523,0.02472839915908844,0.04818971874086557,0.02721067698084029,0.0,0.1427280945340848,0.2755548573685076,0.5764398471136992,0.30698463839041823,0.0,0.016986809669157218,0.016986809669157218,0.02496017998342681,0.007859197806221796,0.0,0.023570867587504818,0.023570867587504818,0.035145293687402435,0.006246857214262972,0.0,0.004993579764445394,0.006031401446297944,0.01116321963838618,0.0051995512865520765,0.0,0.11999999999497302,0.2799999999377717,0.262764474483448,0.10727123285980762,0.2564291323501226,0.04979268494804428,0.01335316850512898,0.011262446882063275,6.525912751832409e-08,1.0,0.005091770341003761,0.005757468543662359,0.0004656301498870091,0.649074074074074,0.6277777777777778,0.012593954174755026,0.598008839349236,0.5539961723329007,0.02711875513663187,1,1,1,1
06_healthy_low_turns_p2l_v2:0080,06_healthy_low_turns_p2l_v2,31.952999999999943,32.352999999999945,0.0159008257513319,0.027900457775226817,0.04818971874086557,0.0264247750674118,0.0,0.18684159870021846,0.31966836153464123,0.5764398471136992,0.3003505299805794,0.0,0.02448305696704176,0.02448305696704176,0.025157619445993984,0.0011977767352001026,0.0,0.026893304999945855,0.026893304999945855,0.035145293687402435,0.006257421011312596,0.0,0.0020123425477960497,0.005756480728391004,0.010290590255051524,0.006376894758776282,0.0,0.1199999999952378,0.2799999999364138,0.25543415122074303,0.10409917424394745,0.2531066949362549,0.040942605773202904,0.01259099454423935,0.007986401589032455,7.754771316636669e-08,1.0,0.004685442369071566,0.005228528876203919,0.0003233914670669299,0.6444444444444445,0.6277777777777778,0.008486251286955265,0.642726587818739,0.5973913224691393,0.025858968885154873,1,1,1,1
06_healthy_low_turns_p2l_v2:0081,06_healthy_low_turns_p2l_v2,32.15299999999994,32.55299999999994,0.008242729646841487,0.018067808955079437,0.03461341606730996,0.019252257404846294,0.0,0.09460673074126985,0.20272873914887843,0.36948802630835714,0.21114656987431257,0.0,0.024892092986787268,0.024892092986787268,0.025157619445993984,0.00018661570281412233,0.0,0.023077149152044535,0.023077149152044535,0.032668403063480456,0.008111872963037899,0.0,-0.0017394562882931581,0.007791237250500478,0.01439830088566535,0.00824409273512876,0.0,0.1199999999954382,0.27999999993538605,0.25509659369536614,0.11175727034861428,0.25692285078325144,0.03376483619557667,0.00892106742889646,0.005255846608256712,8.541337644305002e-08,1.0,0.004761002721735017,0.005228528876203919,0.000306818671944799,0.6435185185185185,0.6333333333333333,0.008124967025363094,0.685849876705568,0.6617083620340735,0.020393270249157245,1,1,1,1
06_healthy_low_turns_p2l_v2:0082,06_healthy_low_turns_p2l_v2,32.35299999999994,32.752999999999936,-0.0019529323594145258,0.023220269266156158,0.04468543130768639,0.02680568942149159,0.0,-0.013119039854323514,0.26524965671134565,0.5374709127679452,0.30855708792797293,0.0,0.024873136179260395,0.024873136179260395,0.02517667588679151,0.00020035620696397984,0.0,0.023114136580894354,0.023114136580894354,0.0378783822713942,0.008988911915896316,0.0,-0.001667097203555563,0.007880360212746856,0.01439830088566535,0.009033112868540229,0.0,0.11999999999560085,0.2799999999346431,0.2551439178320941,0.12195293235503117,0.25688586335372837,0.03389777639196918,0.008474263337050468,0.004817073590877831,9.182313220631244e-08,1.0,0.004753386318587513,0.005171992859740856,0.0002812539148826341,0.6259259259259259,0.6,0.01687117329471168,0.723046323912287,0.6998945961000433,0.01761770502114745,1,1,1,1
06_healthy_low_turns_p2l_v2:0083,06_healthy_low_turns_p2l_v2,32.55299999999994,32.95299999999994,-0.0010106040100679007,0.023048583549327168,0.04468543130768639,0.02661211670695772,0.0,-0.006725875807156778,0.26439051281124737,0.5374709127679452,0.30767256355820377,0.0,0.024860561415931653,0.024860561415931653,0.02519173601097463,0.00023757878949291297,0.0,0.022996885572995642,0.022996885572995642,0.0378783822713942,0.007238761055244362,0.0,-0.0018400537462889232,0.006340162317776107,0.012985683499266681,0.007238997354815941,0.0,0.11999999999579791,0.279999999934088,0.25512022245577437,0.12101060400589007,0.25700311436102874,0.03668216229222962,0.009135945856191648,0.006615132183174416,8.297621741316919e-08,1.0,0.00477875360687802,0.005171992859740856,0.000310213723128641,0.6240740740740741,0.6,0.017470335429734463,0.7673986387594196,0.7367057228123727,0.029804004182137286,1,1,1,1
