target,split,window_count,unreliable_support,reliable_support,accuracy,balanced_accuracy,unreliable_precision,unreliable_recall,unreliable_f1,reliable_precision,reliable_recall,reliable_f1,macro_f1,roc_auc_reliable,average_precision_unreliable,brier_score_reliable
wheel_translation_reliable,train,538,24,514,0.9981412639405205,0.9990272373540856,0.96,1.0,0.9795918367346939,1.0,0.9980544747081712,0.9990262901655307,0.9893090634501123,1.0,1.0,0.0030087605045493715
wheel_translation_reliable,validation,169,4,165,0.9881656804733728,0.9939393939393939,0.6666666666666666,1.0,0.8,1.0,0.9878787878787879,0.9939024390243902,0.8969512195121951,0.996969696969697,0.9166666666666666,0.0073794382911718985
wheel_translation_reliable,test,312,34,278,0.8974358974358975,0.5552264071096065,0.6666666666666666,0.11764705882352941,0.2,0.9019607843137255,0.9928057553956835,0.9452054794520548,0.5726027397260274,0.9798984341938215,0.7901725437735769,0.07593896356468283
wheel_rotation_reliable,train,538,56,482,0.9962825278810409,0.9979253112033195,0.9655172413793104,1.0,0.9824561403508771,1.0,0.995850622406639,0.997920997920998,0.9901885691359376,1.0,1.0000000000000002,0.0038633385160862462
wheel_rotation_reliable,validation,169,10,159,0.9881656804733728,0.9937106918238994,0.8333333333333334,1.0,0.9090909090909091,1.0,0.9874213836477987,0.9936708860759493,0.9513808975834293,0.9962264150943396,0.9451515151515151,0.014643537995329995
wheel_rotation_reliable,test,312,38,274,0.9743589743589743,0.9740683826354206,0.8409090909090909,0.9736842105263158,0.9024390243902439,0.996268656716418,0.9744525547445255,0.985239852398524,0.943839438394384,0.988666922781406,0.9249734745119664,0.027298635103103146
imu_yaw_rate_reliable,train,538,14,524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.028371709941631e-05
imu_yaw_rate_reliable,validation,169,8,161,0.9704142011834319,0.8062888198757764,0.7142857142857143,0.625,0.6666666666666666,0.9814814814814815,0.9875776397515528,0.9845201238390093,0.825593395252838,0.984472049689441,0.6798430735930736,0.03753823021222873
imu_yaw_rate_reliable,test,312,4,308,0.9839743589743589,0.9918831168831168,0.4444444444444444,1.0,0.6153846153846154,1.0,0.9837662337662337,0.9918166939443536,0.8036006546644845,0.9935064935064934,0.5595238095238095,0.009246800219418646
