window_id,run_id,split,window_start_sec,window_end_sec,wheel_translation_reliable_true,wheel_translation_reliable_predicted,wheel_translation_reliable_probability_unreliable,wheel_translation_reliable_probability_reliable,wheel_rotation_reliable_true,wheel_rotation_reliable_predicted,wheel_rotation_reliable_probability_unreliable,wheel_rotation_reliable_probability_reliable,imu_yaw_rate_reliable_true,imu_yaw_rate_reliable_predicted,imu_yaw_rate_reliable_probability_unreliable,imu_yaw_rate_reliable_probability_reliable
04_external_impact_y12N_t0p25_p2l_v2:0001,04_external_impact_y12N_t0p25_p2l_v2,validation,21.683,22.083,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0002,04_external_impact_y12N_t0p25_p2l_v2,validation,21.883,22.282999999999998,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0003,04_external_impact_y12N_t0p25_p2l_v2,validation,22.083,22.482999999999997,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0004,04_external_impact_y12N_t0p25_p2l_v2,validation,22.282999999999998,22.682999999999996,1,1,0.0,1.0,1,1,0.0018178438661710038,0.998182156133829,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0005,04_external_impact_y12N_t0p25_p2l_v2,validation,22.482999999999997,22.882999999999996,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0006,04_external_impact_y12N_t0p25_p2l_v2,validation,22.682999999999996,23.082999999999995,1,1,0.09982266525114271,0.9001773347488572,1,1,0.0054972919388960725,0.994502708061104,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0007,04_external_impact_y12N_t0p25_p2l_v2,validation,22.882999999999996,23.282999999999994,1,1,0.26904367473770213,0.7309563252622977,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0008,04_external_impact_y12N_t0p25_p2l_v2,validation,23.082999999999995,23.482999999999993,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0009,04_external_impact_y12N_t0p25_p2l_v2,validation,23.282999999999994,23.682999999999993,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0010,04_external_impact_y12N_t0p25_p2l_v2,validation,23.482999999999993,23.882999999999992,1,1,0.0,1.0,1,1,0.0018178438661710038,0.998182156133829,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0011,04_external_impact_y12N_t0p25_p2l_v2,validation,23.682999999999993,24.08299999999999,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0012,04_external_impact_y12N_t0p25_p2l_v2,validation,23.882999999999992,24.28299999999999,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0013,04_external_impact_y12N_t0p25_p2l_v2,validation,24.08299999999999,24.48299999999999,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0014,04_external_impact_y12N_t0p25_p2l_v2,validation,24.28299999999999,24.68299999999999,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0015,04_external_impact_y12N_t0p25_p2l_v2,validation,24.48299999999999,24.88299999999999,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0016,04_external_impact_y12N_t0p25_p2l_v2,validation,24.68299999999999,25.082999999999988,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0017,04_external_impact_y12N_t0p25_p2l_v2,validation,24.88299999999999,25.282999999999987,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0018,04_external_impact_y12N_t0p25_p2l_v2,validation,25.082999999999988,25.482999999999986,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0019,04_external_impact_y12N_t0p25_p2l_v2,validation,25.282999999999987,25.682999999999986,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0020,04_external_impact_y12N_t0p25_p2l_v2,validation,25.482999999999986,25.882999999999985,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0021,04_external_impact_y12N_t0p25_p2l_v2,validation,25.682999999999986,26.082999999999984,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0022,04_external_impact_y12N_t0p25_p2l_v2,validation,25.882999999999985,26.282999999999983,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0023,04_external_impact_y12N_t0p25_p2l_v2,validation,26.082999999999984,26.482999999999983,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0024,04_external_impact_y12N_t0p25_p2l_v2,validation,26.282999999999983,26.682999999999982,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0025,04_external_impact_y12N_t0p25_p2l_v2,validation,26.482999999999983,26.88299999999998,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0026,04_external_impact_y12N_t0p25_p2l_v2,validation,26.682999999999982,27.08299999999998,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.001962825278810409,0.9980371747211896
04_external_impact_y12N_t0p25_p2l_v2:0027,04_external_impact_y12N_t0p25_p2l_v2,validation,26.88299999999998,27.28299999999998,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.001962825278810409,0.9980371747211896
04_external_impact_y12N_t0p25_p2l_v2:0028,04_external_impact_y12N_t0p25_p2l_v2,validation,27.08299999999998,27.48299999999998,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0029,04_external_impact_y12N_t0p25_p2l_v2,validation,27.28299999999998,27.68299999999998,1,1,0.0,1.0,1,1,0.0035724907063197026,0.9964275092936803,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0030,04_external_impact_y12N_t0p25_p2l_v2,validation,27.48299999999998,27.882999999999978,1,1,0.0,1.0,1,1,0.0033264436183395286,0.9966735563816606,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0031,04_external_impact_y12N_t0p25_p2l_v2,validation,27.68299999999998,28.082999999999977,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0032,04_external_impact_y12N_t0p25_p2l_v2,validation,27.882999999999978,28.282999999999976,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0033,04_external_impact_y12N_t0p25_p2l_v2,validation,28.082999999999977,28.482999999999976,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0034,04_external_impact_y12N_t0p25_p2l_v2,validation,28.282999999999976,28.682999999999975,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0035,04_external_impact_y12N_t0p25_p2l_v2,validation,28.482999999999976,28.882999999999974,1,1,0.0018223801065719361,0.9981776198934281,1,1,0.0579764233365858,0.9420235766634142,1,1,0.002,0.998
04_external_impact_y12N_t0p25_p2l_v2:0036,04_external_impact_y12N_t0p25_p2l_v2,validation,28.682999999999975,29.082999999999974,1,1,0.0,1.0,1,1,0.06876151469787652,0.9312384853021234,1,1,0.002,0.998
04_external_impact_y12N_t0p25_p2l_v2:0037,04_external_impact_y12N_t0p25_p2l_v2,validation,28.882999999999974,29.282999999999973,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0038,04_external_impact_y12N_t0p25_p2l_v2,validation,29.082999999999974,29.482999999999972,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0039,04_external_impact_y12N_t0p25_p2l_v2,validation,29.282999999999973,29.68299999999997,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0040,04_external_impact_y12N_t0p25_p2l_v2,validation,29.482999999999972,29.88299999999997,1,1,0.0,1.0,0,0,0.4747924939670392,0.5252075060329608,0,0,0.0656677079186879,0.9343322920813121
04_external_impact_y12N_t0p25_p2l_v2:0041,04_external_impact_y12N_t0p25_p2l_v2,validation,29.68299999999997,30.08299999999997,1,1,0.0,1.0,0,0,0.5900928114133351,0.4099071885866649,0,0,0.07554767128273077,0.9244523287172692
04_external_impact_y12N_t0p25_p2l_v2:0042,04_external_impact_y12N_t0p25_p2l_v2,validation,29.88299999999997,30.28299999999997,1,1,0.0,1.0,1,1,0.0017881040892193307,0.9982118959107806,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0043,04_external_impact_y12N_t0p25_p2l_v2,validation,30.08299999999997,30.48299999999997,1,1,0.0,1.0,1,1,0.05143354276100611,0.9485664572389939,1,1,0.002,0.998
04_external_impact_y12N_t0p25_p2l_v2:0044,04_external_impact_y12N_t0p25_p2l_v2,validation,30.28299999999997,30.682999999999968,1,1,0.04256389497235841,0.9574361050276415,0,0,0.9181689149905402,0.08183108500945978,0,1,0.026,0.974
04_external_impact_y12N_t0p25_p2l_v2:0045,04_external_impact_y12N_t0p25_p2l_v2,validation,30.48299999999997,30.882999999999967,1,1,0.04255220558840487,0.9574477944115951,0,0,0.8822075704209724,0.11779242957902772,0,1,0.018,0.982
04_external_impact_y12N_t0p25_p2l_v2:0046,04_external_impact_y12N_t0p25_p2l_v2,validation,30.682999999999968,31.082999999999966,1,0,0.6314153438133617,0.3685846561866384,1,1,0.30071492446987547,0.6992850755301243,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0047,04_external_impact_y12N_t0p25_p2l_v2,validation,30.882999999999967,31.282999999999966,1,0,0.577685885539492,0.42231411446050815,1,1,0.19087661733849787,0.8091233826615022,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0048,04_external_impact_y12N_t0p25_p2l_v2,validation,31.082999999999966,31.482999999999965,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0049,04_external_impact_y12N_t0p25_p2l_v2,validation,31.282999999999966,31.682999999999964,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0050,04_external_impact_y12N_t0p25_p2l_v2,validation,31.482999999999965,31.882999999999964,0,0,0.5664925549351506,0.4335074450648495,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0051,04_external_impact_y12N_t0p25_p2l_v2,validation,31.682999999999964,32.08299999999996,0,0,0.6844087994009062,0.3155912005990936,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0052,04_external_impact_y12N_t0p25_p2l_v2,validation,31.882999999999964,32.282999999999966,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0053,04_external_impact_y12N_t0p25_p2l_v2,validation,32.08299999999996,32.48299999999996,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0054,04_external_impact_y12N_t0p25_p2l_v2,validation,32.28299999999996,32.68299999999996,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0055,04_external_impact_y12N_t0p25_p2l_v2,validation,32.48299999999996,32.88299999999996,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0056,04_external_impact_y12N_t0p25_p2l_v2,validation,32.682999999999964,33.08299999999996,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0057,04_external_impact_y12N_t0p25_p2l_v2,validation,32.88299999999996,33.28299999999996,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0058,04_external_impact_y12N_t0p25_p2l_v2,validation,33.082999999999956,33.482999999999954,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0059,04_external_impact_y12N_t0p25_p2l_v2,validation,33.28299999999996,33.68299999999996,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0060,04_external_impact_y12N_t0p25_p2l_v2,validation,33.48299999999996,33.88299999999996,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0061,04_external_impact_y12N_t0p25_p2l_v2,validation,33.68299999999996,34.082999999999956,1,1,0.001808849557522124,0.998191150442478,1,1,0.0015866666666666663,0.9984133333333334,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0062,04_external_impact_y12N_t0p25_p2l_v2,validation,33.88299999999995,34.28299999999995,1,1,0.0,1.0,1,1,0.0033264436183395286,0.9966735563816606,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0063,04_external_impact_y12N_t0p25_p2l_v2,validation,34.082999999999956,34.482999999999954,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0064,04_external_impact_y12N_t0p25_p2l_v2,validation,34.28299999999996,34.68299999999996,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0065,04_external_impact_y12N_t0p25_p2l_v2,validation,34.482999999999954,34.88299999999995,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0066,04_external_impact_y12N_t0p25_p2l_v2,validation,34.68299999999995,35.08299999999995,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0067,04_external_impact_y12N_t0p25_p2l_v2,validation,34.88299999999995,35.28299999999995,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0068,04_external_impact_y12N_t0p25_p2l_v2,validation,35.082999999999956,35.482999999999954,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0069,04_external_impact_y12N_t0p25_p2l_v2,validation,35.28299999999995,35.68299999999995,1,1,0.0,1.0,1,1,0.24333696733132407,0.7566630326686757,1,1,0.025905626134301273,0.9740943738656987
04_external_impact_y12N_t0p25_p2l_v2:0070,04_external_impact_y12N_t0p25_p2l_v2,validation,35.48299999999995,35.882999999999946,1,1,0.0,1.0,1,0,0.4942695958138983,0.5057304041861016,1,1,0.021936802973977695,0.9780631970260223
04_external_impact_y12N_t0p25_p2l_v2:0071,04_external_impact_y12N_t0p25_p2l_v2,validation,35.68299999999995,36.08299999999995,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0072,04_external_impact_y12N_t0p25_p2l_v2,validation,35.88299999999995,36.28299999999995,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0073,04_external_impact_y12N_t0p25_p2l_v2,validation,36.08299999999995,36.48299999999995,1,1,0.0,1.0,1,1,0.008591867254520503,0.9914081327454796,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0074,04_external_impact_y12N_t0p25_p2l_v2,validation,36.282999999999944,36.68299999999994,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0075,04_external_impact_y12N_t0p25_p2l_v2,validation,36.48299999999995,36.882999999999946,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0076,04_external_impact_y12N_t0p25_p2l_v2,validation,36.68299999999995,37.08299999999995,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0077,04_external_impact_y12N_t0p25_p2l_v2,validation,36.882999999999946,37.282999999999944,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0078,04_external_impact_y12N_t0p25_p2l_v2,validation,37.08299999999994,37.48299999999994,1,1,0.011243441437311175,0.9887565585626887,0,0,0.9751217226224139,0.024878277377586053,0,0,0.34735840787573274,0.6526415921242673
04_external_impact_y12N_t0p25_p2l_v2:0079,04_external_impact_y12N_t0p25_p2l_v2,validation,37.282999999999944,37.68299999999994,1,1,0.0074747782459283745,0.9925252217540715,0,0,0.9321347037314148,0.06786529626858535,0,0,0.655473715636743,0.34452628436325716
04_external_impact_y12N_t0p25_p2l_v2:0080,04_external_impact_y12N_t0p25_p2l_v2,validation,37.48299999999995,37.882999999999946,1,1,0.0,1.0,1,1,0.05573043485852224,0.9442695651414778,1,1,0.002,0.998
04_external_impact_y12N_t0p25_p2l_v2:0081,04_external_impact_y12N_t0p25_p2l_v2,validation,37.68299999999994,38.08299999999994,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0082,04_external_impact_y12N_t0p25_p2l_v2,validation,37.88299999999994,38.28299999999994,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0083,04_external_impact_y12N_t0p25_p2l_v2,validation,38.08299999999994,38.48299999999994,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0084,04_external_impact_y12N_t0p25_p2l_v2,validation,38.282999999999944,38.68299999999994,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0085,04_external_impact_y12N_t0p25_p2l_v2,validation,38.48299999999994,38.88299999999994,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0086,04_external_impact_y12N_t0p25_p2l_v2,validation,38.682999999999936,39.082999999999934,1,1,0.0,1.0,1,1,0.0017992565055762082,0.9982007434944238,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0087,04_external_impact_y12N_t0p25_p2l_v2,validation,38.88299999999994,39.28299999999994,1,1,0.0,1.0,1,1,0.14016787003442474,0.8598321299655755,1,1,0.0,1.0
04_external_impact_y12N_t0p25_p2l_v2:0088,04_external_impact_y12N_t0p25_p2l_v2,validation,39.08299999999994,39.48299999999994,1,1,0.0018774774774774775,0.9981225225225225,1,1,0.299200765116557,0.7007992348834429,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0000,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,19.316,19.715999999999998,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0001,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,19.516,19.915999999999997,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0002,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,19.715999999999998,20.115999999999996,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0003,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,19.915999999999997,20.315999999999995,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0004,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,20.115999999999996,20.515999999999995,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0005,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,20.315999999999995,20.715999999999994,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0006,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,20.515999999999995,20.915999999999993,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0007,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,20.715999999999994,21.115999999999993,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0008,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,20.915999999999993,21.315999999999992,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0009,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,21.115999999999993,21.51599999999999,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0010,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,21.315999999999992,21.71599999999999,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0011,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,21.51599999999999,21.91599999999999,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0012,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,21.71599999999999,22.11599999999999,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0013,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,21.91599999999999,22.31599999999999,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0014,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,22.11599999999999,22.515999999999988,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0015,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,22.31599999999999,22.715999999999987,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0016,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,22.515999999999988,22.915999999999986,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0017,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,22.715999999999987,23.115999999999985,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0018,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,22.915999999999986,23.315999999999985,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0019,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,23.115999999999985,23.515999999999984,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0020,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,23.315999999999985,23.715999999999983,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0021,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,23.515999999999984,23.915999999999983,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0022,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,23.715999999999983,24.115999999999982,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0023,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,23.915999999999983,24.31599999999998,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0024,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,24.115999999999982,24.51599999999998,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0025,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,24.31599999999998,24.71599999999998,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0026,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,24.51599999999998,24.91599999999998,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0027,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,24.71599999999998,25.11599999999998,1,1,0.0,1.0,1,1,0.04192525253226706,0.9580747474677329,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0028,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,24.91599999999998,25.315999999999978,1,1,0.0,1.0,1,1,0.054348024651470754,0.9456519753485292,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0029,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,25.11599999999998,25.515999999999977,1,1,0.006,0.994,1,1,0.0018178438661710038,0.998182156133829,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0030,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,25.315999999999978,25.715999999999976,1,1,0.0,1.0,1,1,0.003203473389355742,0.9967965266106443,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0031,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,25.515999999999977,25.915999999999976,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0
05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2:0032,05_wheel_block_left_f3N_tau0p08_t0p60_p2l_v2,train,25.715999999999976,26.115999999999975,1,1,0.0,1.0,1,0,0.4091011083056333,0.5908988916943669,1,1,0.0038985507246376808,0.9961014492753623
